startor,receptor,relation_type,fig_name,number,reftext,year,figtitle,papertitle,caption,figlink,pmcid,filename
TGFBS,TGFBR2,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
SMAD3,TRANSCRIPTION,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
PRDM16,TRANSCRIPTION,inhibit_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
TGFBR2,SMAD2,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
NREP,TGFBS,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
TGFBR2,SMAD2,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
TGFBS,TGFBR1,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
TGFBR1,SMAD2,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
TGFBR1,SMAD3,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
TGFBR2,SMAD3,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
SMAD4,TRANSCRIPTION,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
HIPK2,TRANSCRIPTION,activate_relation,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,Figure 1,"Dóra Tombácz, et al. Sci Rep. 2017;7:7106.",2017.0,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway",High-Coverage Whole-Exome Sequencing Identifies Candidate Genes for Suicide in Victims with Major Depressive Disorder.,"NREP, HIPK2, PRDM16, SMAD3 and their roles in the canonical TGF-Œ≤ signalling pathway. The region-dependent accumulation of rare variants dataset was significantly enriched in the genes connected to the TGF-Œ≤ pathway. Highlighted are the four genes contained in the dataset. Interactions were drawn using Pathvisio 3.2.4.",/pmc/articles/PMC5541090/figure/Fig1/,PMC5541090,41598_2017_6522_Fig1_HTML.jpg
PMA,Activin A,activate_relation,PMC4074601__nihms577797f8.jpg,Figure 8,"Chonghua Li, et al. Cell Signal. ;26(7):1369-1378.",,Model of PMA-induced SnoN turnover and CD61 expression,PMA Induces SnoN Proteolysis and CD61 Expression through an Autocrine Mechanism.,"Model of PMA-induced SnoN turnover and CD61 expression. PMA stimulates expression of Activin A which activates Smad2 signaling pathway via activating its receptors, such as Alk4. Phosphorylated Smad2 functions as a cofactor for the APCCdh1 ubiquitin ligase to ubiquitinate SnoN. SnoN functions as an inhibitor of CD61 expression and its proteolysis via the ubiquitin and proteasome pathway is important for PMA-induced CD61 induction.",/pmc/articles/PMC4074601/figure/F8/,PMC4074601,nihms577797f8.jpg
Activin A,SMAD2,activate_relation,PMC4074601__nihms577797f8.jpg,Figure 8,"Chonghua Li, et al. Cell Signal. ;26(7):1369-1378.",,Model of PMA-induced SnoN turnover and CD61 expression,PMA Induces SnoN Proteolysis and CD61 Expression through an Autocrine Mechanism.,"Model of PMA-induced SnoN turnover and CD61 expression. PMA stimulates expression of Activin A which activates Smad2 signaling pathway via activating its receptors, such as Alk4. Phosphorylated Smad2 functions as a cofactor for the APCCdh1 ubiquitin ligase to ubiquitinate SnoN. SnoN functions as an inhibitor of CD61 expression and its proteolysis via the ubiquitin and proteasome pathway is important for PMA-induced CD61 induction.",/pmc/articles/PMC4074601/figure/F8/,PMC4074601,nihms577797f8.jpg
SMAD2,SMAD2,activate_relation,PMC4074601__nihms577797f8.jpg,Figure 8,"Chonghua Li, et al. Cell Signal. ;26(7):1369-1378.",,Model of PMA-induced SnoN turnover and CD61 expression,PMA Induces SnoN Proteolysis and CD61 Expression through an Autocrine Mechanism.,"Model of PMA-induced SnoN turnover and CD61 expression. PMA stimulates expression of Activin A which activates Smad2 signaling pathway via activating its receptors, such as Alk4. Phosphorylated Smad2 functions as a cofactor for the APCCdh1 ubiquitin ligase to ubiquitinate SnoN. SnoN functions as an inhibitor of CD61 expression and its proteolysis via the ubiquitin and proteasome pathway is important for PMA-induced CD61 induction.",/pmc/articles/PMC4074601/figure/F8/,PMC4074601,nihms577797f8.jpg
SMAD2,SMAD2,activate_relation,PMC4074601__nihms577797f8.jpg,Figure 8,"Chonghua Li, et al. Cell Signal. ;26(7):1369-1378.",,Model of PMA-induced SnoN turnover and CD61 expression,PMA Induces SnoN Proteolysis and CD61 Expression through an Autocrine Mechanism.,"Model of PMA-induced SnoN turnover and CD61 expression. PMA stimulates expression of Activin A which activates Smad2 signaling pathway via activating its receptors, such as Alk4. Phosphorylated Smad2 functions as a cofactor for the APCCdh1 ubiquitin ligase to ubiquitinate SnoN. SnoN functions as an inhibitor of CD61 expression and its proteolysis via the ubiquitin and proteasome pathway is important for PMA-induced CD61 induction.",/pmc/articles/PMC4074601/figure/F8/,PMC4074601,nihms577797f8.jpg
